id,brand,car_moder,car_type,desc,problem,datetime,status
512220,一汽-大众奥迪,奥迪A3,2020款 Limousine 35 TFSI 进取型 国VI,一汽大众奥迪A3变速箱异响抖动希望厂家处理,信息审核,2020-08-21,512220
512217,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机烧机油 固特异轮胎开裂,信息审核,2020-08-21,512217
512209,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众探歌大灯有印记希望厂家处理,信息审核,2020-08-21,512209
512202,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 时尚致雅型,一汽大众奥迪Q3刹车异响希望厂家处理问题,信息审核,2020-08-21,512202
512200,奇瑞汽车,捷途X90,2019款 1.5T 手动 智享型 5座 国V,捷途X90漆面多处开裂希望厂家处理问题,信息审核,2020-08-21,512200
512199,上汽大众,朗逸,2014款 1.4TSI DSG蓝驱技术版,上汽大众朗逸变速箱抖动无法行驶,信息审核,2020-08-21,512199
512198,上汽大众,朗逸,2013款 1.6L  自动 风尚版,上汽大众朗逸车内异味希望厂家处理问题,信息审核,2020-08-21,512198
512194,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L发动机异响厂家一直未解决,信息审核,2020-08-21,512194
512193,广汽本田,飞度,2016款 1.5L LX CVT 舒适型,广汽本田飞度发动机异响希望厂家处理问题,处理反馈,2020-08-21,512193
512189,一汽-大众,T-ROC探歌,2018款 280TSI DSG 两驱 舒适型 国VI,一汽大众探歌左前转向灯与后尾灯进水,信息审核,2020-08-21,512189
512188,比亚迪,比亚迪e2,2019款 高续航版 耀·豪华型,比亚迪e2车辆自燃要求尽快处理问题,用户评分,2020-08-21,512188
512185,中国重汽,豪沃,轻型仓栅式货车,中国重汽豪沃轮毂螺丝脱落造成车轮变形,信息审核,2020-08-21,512185
512178,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜发动机抖动 故障灯亮,信息审核,2020-08-21,512178
512174,华晨中华,中华V7,2018款 280T DCT 豪华型 5座,中华V7发动机有漏油的现象要求处理	,信息审核,2020-08-21,512174
512172,长城汽车,欧拉黑猫,2019款 灵趣版 310km,欧拉黑猫车联网服务无法使用厂家不解决,处理反馈,2020-08-21,512172
512170,一汽丰田,皇冠,2015款 2.0T  精英版,一汽丰田皇冠车辆后挡风玻璃自爆,信息审核,2020-08-21,512170
512168,众泰汽车,云100,2014款 云100 舒适型,众泰云100动力电池故障无配件4S店不处理,信息审核,2020-08-21,512168
512159,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达电瓶故障导致亏电希望处理,信息审核,2020-08-21,512159
512158,观致汽车,观致3,2016款 1.6L 自动 致悦型 三厢,观致3空调调节故障 变速箱异响,信息审核,2020-08-21,512158
512155,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁安全带异响 扶手箱异响,处理反馈,2020-08-21,512155
512154,华晨中华,中华V7,2019款 运动款 280T 自动 豪华型,华晨中华V7空调压缩机损坏厂家不提供配件,信息审核,2020-08-21,512154
512150,华晨宝马,宝马3系,2020款 325Li M运动套装,华晨宝马3系发动机漏防冻液希望厂家处理,信息审核,2020-08-21,512150
512143,Jeep（进口）,指南者（进口）,2014款 2.4L 自动 四驱 舒适版 改款,进口Jeep指南者车内异味希望尽快处理,厂家受理,2020-08-21,512143
512142,一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 舒适型 5座,一汽大众奥迪Q5维修技术差 使用故障件,信息审核,2020-08-21,512142
512141,道奇（进口）,酷威,2013款 2.4L 两驱尊尚版,道奇酷威倒车影像失灵希望尽快处理,信息审核,2020-08-21,512141
512139,上汽大众,途观L,2018款 380TSI 自动 四驱 旗舰版,上汽大众途观L自适应巡航控制系统经常故障,信息审核,2020-08-21,512139
512137,广汽本田,冠道,2017款 240TURBO CVT 两驱 精英版,广汽本田冠道发动机报警 喷油嘴故障,处理反馈,2020-08-21,512137
512134,吉利汽车,远景X3,2020款 1.5L CVT 尊贵型,吉利远景X3交订金后未依照合同提供车,信息审核,2020-08-21,512134
512133,长城汽车,哈弗H2,2016款 1.5T 手动 两驱精英型,哈弗H2方向机异响卡顿希望厂家处理问题,处理反馈,2020-08-21,512133
512129,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳大灯透镜发白 灯光照度减弱,信息审核,2020-08-21,512129
512128,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放电瓶亏电 电路漏电,信息审核,2020-08-21,512128
512126,长安马自达,马自达3 昂克赛拉,2016款 2.0L 自动 运动型 三厢,长安马自达昂克赛拉中控屏幕无故出现裂纹,信息审核,2020-08-21,512126
512117,长城汽车,哈弗H2,2018款 1.5T 双离合 两驱 豪华型 红标,哈弗H2经销商更换车门与原厂配件不符,处理反馈,2020-08-21,512117
512114,北京奔驰,奔驰GLB,2020款 改款 GLB 200 动感型,北京奔驰GLB发动机漏油存在质量问题,信息审核,2020-08-21,512114
512113,奔驰（进口）,奔驰C级（进口）,2018款 200 轿跑车,进口奔驰C级方向盘异响主驾座椅皮革破损,信息审核,2020-08-21,512113
512106,沃尔沃（进口）,沃尔沃XC60（进口）,2014款 2.0T DCT T5 智雅版,进口沃尔沃XC60发动机故障灯亮4S店不解决,信息审核,2020-08-21,512106
512104,上汽集团,荣威550,2010款 1.8 自动 世博风尚版,上汽荣威550手刹手柄塑料件开裂脱落,信息审核,2020-08-21,512104
512102,开瑞汽车,开瑞K60EV,2018款 豪华版,开瑞K60EV刹车偏软4S店不予解决,信息审核,2020-08-21,512102
512101,一汽-大众,速腾,2020款 280TSI DSG 豪华型 国VI,一汽大众速腾组合仪表故障厂家无配件供应,信息审核,2020-08-21,512101
512095,东风日产,逍客,2019款 2.0L CVT 豪华版,东风日产逍客行驶中刹车失灵造成事故,处理反馈,2020-08-21,512095
512092,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL 改款,一汽丰田卡罗拉变速箱异响希望给予处理,信息审核,2020-08-21,512092
512087,上汽集团,荣威RX8,2018款 30T 两驱 智联网 旗舰版 7座,上汽荣威RX8刹车漏油电动尾门无自动功能,信息审核,2020-08-21,512087
512086,比亚迪,比亚迪S7,2015款 2.0T 升级版 自动 尊贵型,比亚迪S7变速箱顿挫故障报警动力缺失,用户评分,2020-08-21,512086
512085,东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,东风标致308油表不准要求厂家给予解决,用户评分,2020-08-21,512085
512082,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,东风雪铁龙C4L方向盘晃动要求处理解决,处理反馈,2020-08-21,512082
512078,东风雪铁龙,C4世嘉,2016款 1.6L 手动 舒适型,东风雪铁龙C4世嘉方向盘间歇大4S店不保修,用户评分,2020-08-21,512078
512053,上汽斯柯达,明锐,2019款 TSI230 DSG 智行豪华版 国VI,斯柯达明锐变速箱挂挡异响严重厂家不解决,信息审核,2020-08-21,512053
512051,领克汽车,领克01,2017款 2.0T 双离合 四驱 劲Pro,领克01起步缓慢 变速箱顿挫无法加速,处理反馈,2020-08-21,512051
512045,汉腾汽车,汉腾X7,2018款 X7S 1.5T 手动 尊享型,汉腾X7经销商置换补贴承诺一直未兑现,厂家受理,2020-08-21,512045
512043,一汽-大众,宝来,2019款 1.5L 自动 时尚型,一汽大众宝来起步或加速时发动机爆震,信息审核,2020-08-21,512043
512041,东风日产,骐达TIIDA,2019款 1.6L CVT 智尊版 国Ⅵ,东风日产骐达悬架生锈腐蚀厂家不处理,处理反馈,2020-08-21,512041
512039,广汽乘用车,传祺GA6,2016款 235T DCT 精英版,广汽传祺GA6玻璃生产日期与车身日期不一致,处理反馈,2020-08-21,512039
512038,一汽-大众,宝来,2019款 280TSI DSG 精英型,一汽大众宝来变速箱异响希望厂家处理问题,信息审核,2020-08-21,512038
512035,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳发动机启停系统有时失效,信息审核,2020-08-21,512035
512032,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达新车电瓶亏电希望处理,处理反馈,2020-08-21,512032
512029,吉利汽车,帝豪GS,2018款 1.8L 自动 优雅版 领尚型,吉利帝豪GS起步动力消失 变速箱换挡异响,用户评分,2020-08-21,512029
512020,一汽奔腾,奔腾X40,2019款 1.6L 手动 豪华型 国VI,一汽奔腾X40发动机故障灯亮希望处理,处理反馈,2020-08-21,512020
512018,上汽通用五菱,五菱荣光新卡,2019款 1.5L 双排 L3C,五菱荣光新卡车身生锈漆面鼓包要求解决,用户评分,2020-08-21,512018
512016,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱抖动故障灯常亮,处理反馈,2020-08-21,512016
512012,北京现代,现代ix35,2013款 2.0L 自动 四驱 智能型GLS 国IV,北京现代ix35左半轴漏油希望厂家处理,信息审核,2020-08-21,512012
512009,众泰汽车,众泰T700,2017款 1.8T 手动 尊享型,众泰T700火花塞断裂导致发动机拉缸,厂家受理,2020-08-21,512009
512006,上汽大众,途观,2012款 2.0TSI 自动 四驱 菁英版,上汽大众途观天窗漏水严重希望处理,信息审核,2020-08-21,512006
512004,奇瑞汽车,艾瑞泽GX,2019款 1.5T 自动 新型色版 国V,奇瑞艾瑞泽GX发动机抖动希望处理,处理反馈,2020-08-21,512004
512001,东风雪铁龙,世嘉,2012款 2.0 手动 品悦型 三厢,东风雪铁龙世嘉车内异味严重希望厂家处理,用户评分,2020-08-21,512001
512000,一汽-大众奥迪,奥迪A4L,2016款 2.0T 自动 运动型,一汽大众奥迪A4L发动机故障灯亮防冻液泄露,信息审核,2020-08-21,512000
511996,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁经销商收回机动车登记证,处理反馈,2020-08-21,511996
511994,吉利汽车,缤瑞,2018款 14T CVT 缤致版,吉利缤瑞油底壳密封处渗油希望厂家处理,处理反馈,2020-08-21,511994
511993,威马汽车,威马EX5,2018款 EX5 400 Lite探索版,威马EX5不平路面刹车失灵4S店无法解决,处理反馈,2020-08-21,511993
511991,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L行驶中后轮吃胎偏磨,信息审核,2020-08-21,511991
511990,一汽丰田,RAV4荣放,2020款 2.5L CVT 四驱 旗舰版 双擎,一汽丰田RAV4荣放新车发动机舱遗漏工具,信息审核,2020-08-21,511990
511988,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉发动机部件腐蚀严重,处理反馈,2020-08-21,511988
511985,北京现代,瑞纳,2020款 1.4L 手动 焕新版,北京现代瑞纳半轴及稳定杆生锈严重,信息审核,2020-08-21,511985
511983,福田汽车,祥菱M,2018款 1.5L M2非承载 双排 后双胎(载货)DAM15L,福田祥菱M排气管堵塞 动力不足 水温高,信息审核,2020-08-21,511983
511976,一汽丰田,RAV4荣放,2015款 2.0L CVT 两驱都市版,一汽丰田RAV4荣放右前侧半轴防尘套漏油,信息审核,2020-08-21,511976
511971,上汽通用五菱,宝骏360,2019款 1.5L 自动 豪华型 国VI,宝骏360发动机故障灯报警4S店无法解决,处理反馈,2020-08-21,511971
511968,东风启辰,启辰D50,2012款 1.6 手动 尊贵版,启辰D50 4S店保养后动力减弱油耗升高	,信息审核,2020-08-21,511968
511964,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾变速箱异响跳挡希望厂家解决,处理反馈,2020-08-21,511964
511962,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞仪表台反光希望厂家解决,信息审核,2020-08-21,511962
511957,上汽斯柯达,明锐,2019款 1.5L 自动 智行舒适版 国VI,斯柯达明锐发动机故障灯亮希望厂家处理,信息审核,2020-08-21,511957
511955,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚PLUS版,一汽丰田RAV4荣放发动机异响故障灯常亮,信息审核,2020-08-21,511955
511953,猎豹汽车,猎豹CS10,2017款 1.5T CVT 尊贵型,猎豹CS10变速箱传感器故障导致无法行驶,信息审核,2020-08-21,511953
511948,奇瑞新能源,奇瑞eQ1,2019款 小蚂蚁 智享版 4座 30.6kWh,奇瑞eQ1车辆行驶中动力消失要求厂家解决,厂家受理,2020-08-21,511948
511941,东南汽车,东南DX3,2016款 1.5L 手动 旗舰型,东南DX3转向异响希望尽快解决问题,信息审核,2020-08-21,511941
511940,吉利汽车,博瑞,2018款 MHEV 耀享版,吉利博瑞车身焊点脱开导致行驶异响,处理反馈,2020-08-21,511940
511939,一汽丰田,卡罗拉,2014款 1.6L CVT GL,一汽丰田卡罗拉经销商过度维修 变相收费,信息审核,2020-08-21,511939
511937,上汽大众,途观L,2017款 330TSI 两驱 舒适版,上汽大众途观L大灯远近光不能切换,信息审核,2020-08-21,511937
511936,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 舒适型 三厢 国V,长安马自达昂克赛拉后悬挂异响 音响电流声,处理反馈,2020-08-21,511936
511935,东风标致,标致3008,2013款 1.6T 自动 THP至尚版,东风标致3008发动机烧机油 空调不制冷,处理反馈,2020-08-21,511935
511928,吉利新能源,帝豪GSe,2018款 臻尚型,吉利新能源帝豪GSe右前减震器顶盖开焊,处理反馈,2020-08-21,511928
511924,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机烧机油希望处理,处理反馈,2020-08-21,511924
511918,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达新车电瓶亏电要求更换,用户评分,2020-08-21,511918
511915,广汽乘用车,传祺GS3,2017款 150N 自动 精英版,广汽传祺GS3起步以及倒车时刹车异响,处理反馈,2020-08-21,511915
511909,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度冷启动发动机异响要求解决,处理反馈,2020-08-21,511909
511906,上汽斯柯达,明锐,2016款 1.6L 自动 创行版,斯柯达明锐变速箱报警要求厂家给予处理,信息审核,2020-08-21,511906
511903,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏幕脱胶严重,用户评分,2020-08-21,511903
511901,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L后座椅下部网关进水,信息审核,2020-08-21,511901
511899,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,上汽大众朗逸发动机报警自动启停故障,信息审核,2020-08-21,511899
511898,一汽丰田,亚洲龙,2019款 2.0L XLE 尊享版 国VI,一汽丰田亚洲龙4S店不退还保险金,信息审核,2020-08-21,511898
511896,上汽大众,朗逸,2019款 1.5L 自动 风尚版 国VI,上汽大众朗逸风挡玻璃水波纹影像驾驶,信息审核,2020-08-21,511896
511894,广汽本田,飞度,2020款 1.5L CVT 舒适版,广汽本田飞度底盘转向球头 刹车盘生锈,处理反馈,2020-08-21,511894
511891,一汽-大众,宝来,2020款 280TSI DSG 豪华型,一汽大众宝来发动机燃油管爆裂望厂家解决,用户评分,2020-08-21,511891
511889,东风标致,标致408,2019款 350THP 自动 豪华版 国V,东风标致408发动机冷启动异响 轮毂氧化,处理反馈,2020-08-21,511889
511888,奔驰（进口）,奔驰M级,2010款 ML 300 3.0 AT 4MATIC,进口奔驰M级ABS传感器故障自动刹车,信息审核,2020-08-21,511888
511887,BEIJING汽车,BEIJING-EU5,2020款 京彩款 R500 智风版,BEIJING-EU5经销商承诺补贴无法兑现,处理反馈,2020-08-21,511887
511886,BEIJING汽车,绅宝X35,2016款 1.5L 手动 豪华版,北汽绅宝X35座椅生锈 行李架掉漆 后备箱响,处理反馈,2020-08-21,511886
511884,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾显示变速箱处于紧急运行模式,用户评分,2020-08-21,511884
511883,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国V,广汽本田雅阁转向卡滞沉重 米其林轮胎爆胎,处理反馈,2020-08-21,511883
511881,上汽斯柯达,昊锐,2009款 1.8TSI 自动 尊雅版,斯柯达昊锐车内异味希望厂家解决处理,处理反馈,2020-08-21,511881
511880,众泰汽车,众泰Z500,2015款 1.5T 手动 尊贵型,众泰Z500质保期内出现的质量问题不予索赔,处理反馈,2020-08-21,511880
511875,北京现代,途胜,2015款 2.0L   自动 两驱 智能型,北京现代途胜发动机抖动变速箱顿挫严重,信息审核,2020-08-20,511875
511873,北京奔驰,奔驰GLA,2018款 200 动感型,北京奔驰GLA轮胎吃胎偏磨4S拒绝处理,信息审核,2020-08-20,511873
511864,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 舒适版 国V,一汽丰田RAV4荣放车门生锈漆面开裂,信息审核,2020-08-20,511864
511859,华晨中华,中华V6,2018款 1.5T 手动 豪华型,中华V6中控屏不亮空调无法使用4S店无配件,信息审核,2020-08-20,511859
511857,DS汽车,DS5,2014款 1.6T 豪华版THP160,DS DS5节温器不能正常打开要求厂家解决,信息审核,2020-08-20,511857
511854,东风本田,本田CR-V,2017款 240TURBO 自动 四驱 豪华版,东风本田CR-V车辆上坡行驶时不加油溜车,信息审核,2020-08-20,511854
511850,华晨宝马,宝马5系,2020款 530Li 领先型 豪华套装,华晨宝马5系新车引擎盖漆面有伤要求解决,信息审核,2020-08-20,511850
511849,一汽-大众,速腾,2014款 1.4TSI 自动 豪华型 改款,一汽大众速腾车内异味严重要求厂家解决,处理反馈,2020-08-20,511849
511846,一汽丰田,卡罗拉,2019款 双擎 1.8L E-CVT GL-i精英版,一汽丰田卡罗拉4S店销售车型与约定不符,信息审核,2020-08-20,511846
511844,奇瑞汽车,瑞虎5,2016款 1.5T 手动 舒适版,奇瑞瑞虎5发动机故障灯报警4S店不予解决,用户评分,2020-08-20,511844
511829,一汽-大众奥迪,奥迪Q5,2017款 Plus 40 TFSI 技术型,一汽大众奥迪Q5发动机异响缸盖处漏油,信息审核,2020-08-20,511829
511828,上汽大众,帕萨特新能源,2019款 430PHEV 混动 精英版,上汽大众帕萨特新能源4S店不退完整订金,信息审核,2020-08-20,511828
511826,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达车辆停放车库放5天电瓶亏电,处理反馈,2020-08-20,511826
511822,广汽本田,飞度,2014款 1.5 CVT EX精英型,广汽本田飞度冷车启动时异响希望尽快处理,处理反馈,2020-08-20,511822
511819,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,日产骐达熄火后行车记录仪开启造成电瓶亏电,用户评分,2020-08-20,511819
511816,江铃汽车,凯运,2011款 2.8 栏板共轨 单排,江铃凯运踩刹车跑偏4S店无法解决,信息审核,2020-08-20,511816
511810,东风标致,标致207,2011款 1.4 手动 驭乐版 三厢,东风标致207后桥变形右后轮磨擦内衬,信息审核,2020-08-20,511810
511783,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 舒适型 三厢,长安马自达昂克赛拉变速箱异响希望厂家处理,处理反馈,2020-08-20,511783
511781,上汽斯柯达,柯珞克,2020款 TSI280 智行豪华版 国VI,斯柯达柯珞克发动机烧机油变速箱异响,信息审核,2020-08-20,511781
511777,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领潮版,奇瑞艾瑞泽5右前大灯LOGO脱落希望厂家处理,用户评分,2020-08-20,511777
511775,福田汽车,祥菱M,2018款 1.5L M2非承载 双排 后双胎(载货)DAM15L,福田祥菱M刹车变硬ABS故障灯亮怠速不稳,信息审核,2020-08-20,511775
511774,广汽丰田,汉兰达,2017款 2.0T 四驱 炫黑限量版,广汽丰田汉兰达喷油嘴故障希望厂家处理,信息审核,2020-08-20,511774
511773,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众探歌前轮韩泰轮胎老化开裂,处理反馈,2020-08-20,511773
511769,长城汽车,哈弗F5,2018款 1.5T i潮版,哈弗F5变速箱换挡顿挫车机频繁重启,处理反馈,2020-08-20,511769
511763,长城汽车,长城M2,2012款 1.5 手动 两驱 都市版,长城M2购车活动与宣传不符要求处理,处理反馈,2020-08-20,511763
511762,北京奔驰,奔驰A级,2020款 A 200 L 运动轿车,北京奔驰A级天窗遮阳帘马达故障无法关闭,信息审核,2020-08-20,511762
511759,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国VI,上汽大众凌渡车内异味严重希望解决,信息审核,2020-08-20,511759
511758,上汽斯柯达,明锐,2018款 TSI280 DSG 豪华版,斯柯达明锐发动机无法启动维修未解决问题,处理反馈,2020-08-20,511758
511757,东风本田,杰德,2016款 1.8L 自动 舒适版 5座,东风本田杰德仪表盘右侧屏幕黑屏乱码,信息审核,2020-08-20,511757
511752,上汽斯柯达,柯迪亚克,2017款 TSI330 两驱 豪华版 7座,斯柯达柯迪亚克变速箱机电单元故障,信息审核,2020-08-20,511752
511750,标致摩托,vivacity125,标致牌QP125T-8F,标致摩托vivacity125发动机烧机油,信息审核,2020-08-20,511750
511749,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸一键启动故障无法使用,处理反馈,2020-08-20,511749
511747,上汽大众,途岳,2019款 280TSI 两驱 豪华版 国V,上汽大众途岳发动机故障灯亮希望厂家处理,处理反馈,2020-08-20,511747
511742,上汽斯柯达,昊锐,2009款 1.8TSI 自动 贵雅版,斯柯达昊锐车门内把手出现破损现象,处理反馈,2020-08-20,511742
511741,长城汽车,哈弗H2,2017款 1.5T 手动 两驱舒适型 红标,哈弗H2转向异响严重希望尽快处理,处理反馈,2020-08-20,511741
511736,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏开裂希望厂家处理,处理反馈,2020-08-20,511736
511734,上汽集团,锐腾,2016款 1.5TGI TST 豪华版,上汽名爵锐腾转向异响更换顶胶后方向盘不正,处理反馈,2020-08-20,511734
511730,一汽丰田,亚洲龙,2019款 双擎 2.5L 豪华版 国Ⅵ,一汽丰田亚洲龙普利司通轮胎鼓包漏气,信息审核,2020-08-20,511730
511725,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜召回后动力不足油耗较高,信息审核,2020-08-20,511725
511721,上汽大众,凌渡,2017款 230TSI DSG 风尚版,上汽大众凌渡仪表盘指针不自检无法修复,用户评分,2020-08-20,511721
511719,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动变速箱异响 方向盘卡滞,信息审核,2020-08-20,511719
511718,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁变速箱阀体故障希望处理,处理反馈,2020-08-20,511718
511716,长城汽车,哈弗F5,2018款 1.5T i潮版,哈弗F5换挡顿挫 360影像模糊不清,处理反馈,2020-08-20,511716
511711,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观L变速箱机电控制单元故障,处理反馈,2020-08-20,511711
511709,吉利汽车,远景S1,2018款 1.5L CVT 锋享型,吉利远景S1怠速开空调刹车变硬踩不动,用户评分,2020-08-20,511709
511702,之诺,豪曼H3,4.2米高栏,重汽豪曼H3发动机抖动 前轮吃胎,信息审核,2020-08-20,511702
511701,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸仪表盘外壳有开裂的现象,处理反馈,2020-08-20,511701
511698,华晨宝马,宝马3系,2020款 320Li M运动套装,华晨宝马3系车内有异响 韩泰轮胎开裂,信息审核,2020-08-20,511698
511696,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳大灯透镜发白影响夜间照明,处理反馈,2020-08-20,511696
511691,吉利汽车,帝豪GS,2016款 1.3T 自动 臻尚型 运动版,吉利帝豪GS日行灯发黄影响正常照明,处理反馈,2020-08-20,511691
511688,福田汽车,图雅诺,2019款 2.5T E 短轴5/6座4J25TC3,福田图雅诺刹车失灵 发动机损坏,信息审核,2020-08-20,511688
511687,奇瑞汽车,艾瑞泽5,2018款 1.5L CVT 致敬青春版,奇瑞艾瑞泽5车身底盘和转向柱生锈严重,处理反馈,2020-08-20,511687
511685,一汽-大众,CC,2020款 330TSI 魅颜版 国VI,一汽大众CC颠簸路段行驶时天窗异响,处理反馈,2020-08-20,511685
511684,奇瑞汽车,捷途X90,2019款 1.6T DCT 智旅版 7座 国VI,捷途X90发动机异响希望尽快处理,用户评分,2020-08-20,511684
511682,东南汽车,东南DX7,2015款 1.5T  自动 尊贵型,东南DX7车门底部和车身出现生锈的现象,厂家受理,2020-08-20,511682
511680,一汽-大众,宝来,2018款 1.5L 手动 时尚型,一汽大众宝来换挡杆饰板开裂4S店不给保修,用户评分,2020-08-20,511680
511675,南京依维柯,依维柯褒迪,2016款 3.0T-A42 手动 尊享版高顶F1C,南京依维柯褒迪车顶左右两侧漆面开裂,信息审核,2020-08-20,511675
